Unnamed: 0,passage,question,question_type,input_lang,target
5125,Mary grabbed the football there. Sandra travelled to the office. Sandra picked up the apple there. Sandra journeyed to the bedroom. Sandra journeyed to the kitchen. Mary travelled to the garden. John moved to the bathroom. Daniel went to the bathroom. Mary left the football. Daniel took the milk there.,Where is the football?,qa2,en,garden
5126,Mary grabbed the football there. Sandra travelled to the office. Sandra picked up the apple there. Sandra journeyed to the bedroom. Sandra journeyed to the kitchen. Mary travelled to the garden. John moved to the bathroom. Daniel went to the bathroom. Mary left the football. Daniel took the milk there. Mary picked up the football there. John went to the garden. Mary put down the football there. Daniel put down the milk there. Daniel grabbed the milk there. Daniel went to the kitchen.,Where is the football?,qa2,en,garden
5127,Daniel picked up the apple there. Daniel dropped the apple. John moved to the bedroom. John grabbed the apple there. Daniel went to the hallway. Sandra grabbed the football there. Sandra went back to the kitchen. John left the apple.,Where is the apple?,qa2,en,bedroom
5128,Sandra moved to the hallway. Mary took the apple there. John moved to the garden. John moved to the bedroom. Daniel moved to the kitchen. John went to the garden. Mary put down the apple there. Mary picked up the apple there. Mary moved to the hallway. Daniel journeyed to the office.,Where is the apple?,qa2,en,hallway
5129,Daniel grabbed the apple there. Daniel went back to the bathroom. John journeyed to the garden. Daniel went back to the hallway. Mary moved to the bedroom. Daniel left the apple. Sandra took the football there. Sandra discarded the football there.,Where is the apple?,qa2,en,hallway
5130,Daniel grabbed the apple there. Daniel went back to the bathroom. John journeyed to the garden. Daniel went back to the hallway. Mary moved to the bedroom. Daniel left the apple. Sandra took the football there. Sandra discarded the football there. Sandra took the football there. John travelled to the kitchen.,Where is the apple?,qa2,en,hallway
5131,Sandra went back to the kitchen. John picked up the milk there. John left the milk. Sandra went to the garden. Mary went to the bathroom. Daniel journeyed to the garden. Sandra took the football there. Daniel moved to the kitchen. John took the milk there. John put down the milk there. John went to the bathroom. Sandra put down the football.,Where is the football?,qa2,en,garden
5132,Sandra went back to the kitchen. John picked up the milk there. John left the milk. Sandra went to the garden. Mary went to the bathroom. Daniel journeyed to the garden. Sandra took the football there. Daniel moved to the kitchen. John took the milk there. John put down the milk there. John went to the bathroom. Sandra put down the football. Daniel journeyed to the bedroom. Sandra travelled to the bathroom. John journeyed to the office. John grabbed the apple there. John travelled to the bathroom. John left the apple there. Daniel went to the bathroom. Daniel grabbed the apple there. Sandra moved to the hallway. Daniel journeyed to the hallway.,Where is the apple?,qa2,en,hallway
5133,John travelled to the office. Daniel went back to the garden. John went back to the kitchen. Daniel went back to the hallway. Sandra journeyed to the bedroom. Daniel moved to the bedroom. John grabbed the football there. Daniel journeyed to the garden. John put down the football. John took the apple there. John journeyed to the office. Mary journeyed to the hallway. Mary journeyed to the kitchen. John picked up the milk there. Mary got the football there. Sandra journeyed to the hallway. Mary left the football. John left the apple.,Where is the football?,qa2,en,kitchen
5134,Sandra moved to the hallway. John travelled to the office. Sandra took the milk there. Sandra put down the milk. Mary went to the bedroom. Sandra went back to the kitchen. Mary went to the kitchen. Sandra got the apple there.,Where is the milk?,qa2,en,hallway
5135,Sandra moved to the hallway. John travelled to the office. Sandra took the milk there. Sandra put down the milk. Mary went to the bedroom. Sandra went back to the kitchen. Mary went to the kitchen. Sandra got the apple there. Sandra dropped the apple. Daniel went back to the office.,Where is the apple?,qa2,en,kitchen
5136,Daniel journeyed to the bathroom. Sandra went to the bathroom. Mary picked up the apple there. Sandra took the football there. Daniel journeyed to the bedroom. John went back to the bathroom. John went back to the garden. Daniel journeyed to the hallway. Sandra left the football. Sandra went to the office. Sandra went back to the bathroom. Mary left the apple. Mary went back to the kitchen. Sandra travelled to the kitchen. Daniel grabbed the milk there. Daniel moved to the office. Daniel put down the milk. Daniel travelled to the garden. Daniel went back to the kitchen. Daniel journeyed to the hallway.,Where is the milk?,qa2,en,office
5137,Sandra got the football there. John journeyed to the hallway. John journeyed to the office. Daniel travelled to the bedroom. John went to the bedroom. Mary went back to the kitchen. John journeyed to the bathroom. Sandra journeyed to the bedroom. Sandra put down the football. Sandra picked up the football there. John went back to the hallway. Daniel moved to the bathroom. John grabbed the milk there. Mary travelled to the garden. Sandra moved to the hallway. Daniel went back to the office. Sandra left the football there. John grabbed the football there. John dropped the football. John discarded the milk there.,Where is the milk?,qa2,en,hallway
5138,Mary grabbed the milk there. John picked up the apple there. Mary went to the bathroom. Daniel moved to the garden. John put down the apple. Mary left the milk.,Where is the milk?,qa2,en,bathroom
5139,Mary grabbed the milk there. John picked up the apple there. Mary went to the bathroom. Daniel moved to the garden. John put down the apple. Mary left the milk. John went to the bathroom. Daniel went back to the kitchen. Mary picked up the milk there. Sandra moved to the bedroom. Mary left the milk. Mary went back to the bedroom.,Where is the milk?,qa2,en,bathroom
5140,Daniel grabbed the football there. Sandra picked up the apple there. Daniel dropped the football. Sandra discarded the apple. John got the football there. Sandra got the apple there. John went to the bathroom. Mary journeyed to the garden. Sandra dropped the apple. Daniel went back to the bedroom. Sandra got the apple there. Daniel travelled to the garden. Daniel moved to the bedroom. John dropped the football. Sandra left the apple. John grabbed the football there. Daniel got the apple there. John left the football.,Where is the football?,qa2,en,bathroom
5141,John went back to the office. Daniel journeyed to the garden. Mary took the apple there. John went back to the hallway. Mary grabbed the milk there. Daniel moved to the bedroom. Mary dropped the apple there. Sandra grabbed the football there. Mary travelled to the garden. Mary went back to the hallway. Sandra went back to the kitchen. Sandra went back to the hallway. Sandra put down the football. Sandra went to the garden.,Where is the football?,qa2,en,hallway
5142,Mary journeyed to the office. Sandra picked up the milk there. John went back to the kitchen. Sandra got the apple there. Mary got the football there. Mary went back to the garden. Daniel went to the bathroom. John went to the bathroom. Sandra went back to the garden. Sandra discarded the apple. Daniel went back to the bedroom. Sandra went back to the bathroom.,Where is the apple?,qa2,en,garden
5143,Mary went back to the kitchen. Daniel travelled to the office. Mary moved to the hallway. John went to the kitchen. Daniel went back to the bathroom. John travelled to the bathroom. Daniel moved to the kitchen. Sandra moved to the kitchen. John grabbed the football there. Sandra journeyed to the bathroom. John discarded the football. John grabbed the football there. John went back to the bedroom. Sandra went to the office. Mary moved to the garden. Daniel went to the bathroom. John moved to the office. Mary picked up the milk there. Sandra got the apple there. Sandra travelled to the bedroom. Daniel moved to the office. Sandra left the apple.,Where is the apple?,qa2,en,bedroom
5144,John grabbed the milk there. John left the milk. Sandra took the milk there. Sandra moved to the kitchen. Sandra put down the milk. John journeyed to the office.,Where is the milk?,qa2,en,kitchen
5145,Sandra grabbed the football there. Sandra discarded the football. Daniel travelled to the office. Sandra grabbed the football there. Mary travelled to the kitchen. Sandra went to the bathroom. Sandra dropped the football. Sandra took the football there. Daniel journeyed to the kitchen. Sandra discarded the football. Sandra picked up the football there. Daniel went to the hallway. John travelled to the kitchen. Sandra left the football. Mary went to the office. Sandra picked up the football there. Mary went back to the bedroom. John travelled to the bathroom. Mary grabbed the milk there. John went back to the hallway. Daniel travelled to the kitchen. John travelled to the office. Mary discarded the milk. Sandra journeyed to the bedroom.,Where is the milk?,qa2,en,bedroom
5146,Sandra travelled to the bathroom. Mary journeyed to the bedroom. John travelled to the bathroom. John got the football there. Sandra got the milk there. Sandra left the milk. John discarded the football. Sandra went to the garden. John travelled to the garden. Sandra journeyed to the office. John journeyed to the bedroom. Mary travelled to the office. John moved to the office. Mary travelled to the bathroom. John moved to the bedroom. Mary journeyed to the hallway. Mary got the apple there. Sandra went back to the garden. Sandra went to the kitchen. Mary dropped the apple.,Where is the apple?,qa2,en,hallway
5147,John journeyed to the garden. Sandra went to the office. Sandra moved to the hallway. Mary went to the office. Sandra picked up the milk there. Sandra dropped the milk there. Mary journeyed to the bedroom. Sandra got the milk there. John moved to the office. Sandra travelled to the garden. Mary journeyed to the kitchen. Mary took the football there. Sandra discarded the milk. Daniel moved to the hallway.,Where is the milk?,qa2,en,garden
5148,John journeyed to the garden. Sandra went to the office. Sandra moved to the hallway. Mary went to the office. Sandra picked up the milk there. Sandra dropped the milk there. Mary journeyed to the bedroom. Sandra got the milk there. John moved to the office. Sandra travelled to the garden. Mary journeyed to the kitchen. Mary took the football there. Sandra discarded the milk. Daniel moved to the hallway. Mary discarded the football. Mary travelled to the garden.,Where is the football?,qa2,en,kitchen
